location,1564742622,(38.709736769, -9.133742469),56.08410585766344,32.0
device,1564742843,54:C6:9C:57:DE:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,4C:FF:F1:32:28:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,79:89:B9:5C:BA:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,5B:A3:D8:02:1B:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,69:D0:D3:7E:DE:22,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,77:10:FC:41:42:B1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,5C:28:46:9E:B3:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,62:5A:35:21:CC:55,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,76:00:23:E1:32:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742843,5C:21:49:69:C9:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742844,50:2E:1F:E5:4F:50,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742844,4D:1F:A5:07:13:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742844,7B:6C:BE:10:AF:DE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742845,6F:55:3C:27:04:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742845,4C:A3:7D:9E:97:8B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742846,63:0E:34:02:1B:C0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742846,70:22:57:6E:DB:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742847,59:BF:39:2D:0D:B7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742847,7C:CB:61:EE:DE:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742848,53:C2:2C:CD:C3:33,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742849,78:38:90:46:AF:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742849,5E:BB:98:30:F5:3D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742849,4B:8D:6B:23:B5:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742849,6B:5D:B6:35:0B:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742849,4B:32:39:51:7B:DF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742850,62:D3:C4:79:C9:A0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742850,66:DF:EB:8A:A5:00,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742850,5D:F1:43:5F:90:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742850,34:2D:0D:D0:24:AF,"Galaxy S8",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564742852,72:DC:62:EE:36:7E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564742865,(38.709665250, -9.133563460),63.41574221149979,12.0
device,1564742876,54:C6:9C:57:DE:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,68:1D:C9:0A:E7:FF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,76:00:23:E1:32:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,5C:28:46:9E:B3:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,7D:8D:10:42:23:C1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,69:6A:77:4F:ED:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,7B:6C:BE:10:AF:DE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,6B:5D:B6:35:0B:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,4D:29:65:A6:BA:DF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,52:70:31:39:43:9F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742876,50:EE:C7:82:BC:FB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,7C:CB:61:EE:DE:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,79:89:B9:5C:BA:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,4B:8D:6B:23:B5:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,62:D3:C4:79:C9:A0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,72:DC:62:EE:36:7E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,4C:A3:7D:9E:97:8B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,63:0E:34:02:1B:C0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,5C:21:49:69:C9:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742877,5E:BB:98:30:F5:3D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742878,5D:F1:43:5F:90:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742878,4C:FF:F1:32:28:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742878,7E:7C:4B:1E:13:39,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742878,69:D0:D3:7E:DE:22,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742879,70:22:57:6E:DB:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742880,F7:B0:4C:70:2E:92,"V10",DEVICE_TYPE_LE,HEALTH,HEALTH_PULSE_RATE
device,1564742880,59:BF:39:2D:0D:B7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742880,78:38:90:46:AF:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742880,77:10:FC:41:42:B1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742880,CA:05:32:8E:25:9F,"Alta HR",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742880,69:97:1F:4F:AA:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742883,4D:1F:A5:07:13:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742883,DE:36:7E:52:F6:BE,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742883,63:B0:46:67:F5:14,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742885,79:EB:A9:D6:2D:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564742899,(38.709655506, -9.133588520),162.38459765544292,8.0
device,1564742910,4C:FF:F1:32:28:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742910,59:BF:39:2D:0D:B7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742910,7C:CB:61:EE:DE:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742910,57:2C:57:64:20:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742910,63:0E:34:02:1B:C0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742910,4B:8D:6B:23:B5:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742910,79:89:B9:5C:BA:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742911,5C:21:49:69:C9:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742911,75:41:21:5B:6F:71,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742911,70:22:57:6E:DB:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742911,77:10:FC:41:42:B1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742911,54:C6:9C:57:DE:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742912,4C:5E:53:5F:AF:C3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742912,5E:BB:98:30:F5:3D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742912,4D:29:65:A6:BA:DF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742913,41:A2:63:2D:98:6E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742913,5A:99:7E:D6:60:AC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742914,76:00:23:E1:32:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742914,5D:F1:43:5F:90:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742917,7E:EA:47:A4:03:85,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742917,66:DF:EB:8A:A5:00,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742917,4B:A6:BE:86:97:11,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742918,50:DF:2E:85:7D:F6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742918,62:D3:C4:79:C9:A0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742919,64:6E:3B:4D:47:81,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564742921,34:2D:0D:D0:24:AF,"Galaxy S8",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
location,1564742935,(38.709577482, -9.133607555),97.77623565785044,8.0
