location,1564830034,(38.708833905, -9.136992185),97.99474484566599,4.9
device,1564830050,66:AE:B7:D4:D0:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830051,5E:A4:04:5D:52:59,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830051,74:BD:E8:A1:81:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830051,28:11:A5:E4:26:A4,"LE-Bose SoundSport",DEVICE_TYPE_DUAL,UNCATEGORIZED,
device,1564830051,F5:1B:99:86:58:5A,"D3400_6357078",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830051,55:A5:47:A9:AB:89,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830051,F2:2C:49:3B:1D:CF,"Mi Smart Band 4",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830051,4B:C2:0C:9D:94:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830052,4F:13:94:D3:8B:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830052,5D:76:46:E5:55:20,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564830064,(38.708718064, -9.136955197),99.05900345556438,4.9
device,1564830063,C0:F4:E6:F2:0F:3E,"HUAWEI P20 lite",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830063,A4:50:46:96:D7:44,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830071,76:16:54:7D:0C:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,50:62:76:80:F8:17,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,67:A4:EB:07:57:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,7D:92:4E:5C:6B:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,7F:DC:5B:4A:84:6E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,64:E5:ED:98:1D:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,73:7F:37:AC:77:A6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,74:BD:E8:A1:81:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830071,F2:2C:49:3B:1D:CF,"Mi Smart Band 4",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830072,78:59:F1:C1:7E:8F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830072,52:A3:6A:91:0A:09,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830072,6D:24:31:5F:44:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830072,48:C0:88:74:14:B6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830080,00:1E:42:96:09:24,"null",DEVICE_TYPE_CLASSIC,PHONE,
device,1564830080,62:4A:47:78:2A:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830080,E2:39:F5:79:69:25,"vívosport",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830080,4D:AD:68:B1:5D:51,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830081,56:9C:E5:87:FD:26,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830081,58:58:26:BC:42:40,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830081,5E:8B:E2:27:C8:6B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830081,60:26:A0:44:09:C9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830081,59:0E:54:CE:D7:8D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830081,54:0B:CB:16:12:68,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830082,53:0E:18:AE:60:D3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830082,7B:C1:FE:37:8B:62,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830082,79:46:3D:77:9B:1D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830082,F5:1B:99:86:58:5A,"D3400_6357078",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830082,70:A6:F8:E3:0F:5C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830083,55:17:29:5A:02:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830083,7F:BD:87:2F:78:9B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564830124,(38.708761680, -9.136945456),98.8394755795598,4.9
device,1564830123,A4:50:46:96:D7:44,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830123,C0:F4:E6:F2:0F:3E,"HUAWEI P20 lite",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830124,30:21:9E:52:D6:55,"BT Speaker",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830125,00:12:1C:57:C1:A4,"null",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830127,60:21:01:8A:83:D2,"Rianne⚡",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830131,79:46:3D:77:9B:1D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,6B:F8:57:C8:23:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,4F:13:94:D3:8B:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,57:AA:46:48:1A:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,61:A0:5A:5E:16:26,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,67:A4:EB:07:57:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,50:62:76:80:F8:17,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,60:26:A0:44:09:C9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,54:0B:CB:16:12:68,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,62:4A:47:78:2A:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,75:DA:0A:86:08:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,61:15:74:4C:02:89,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,28:11:A5:E4:26:A4,"LE-Bose SoundSport",DEVICE_TYPE_DUAL,UNCATEGORIZED,
device,1564830131,65:3E:00:20:7E:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,5E:DF:7C:93:A3:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,6D:24:31:5F:44:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,56:9C:E5:87:FD:26,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,70:A6:F8:E3:0F:5C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830131,65:E9:8A:B0:2E:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830132,71:C2:EC:C7:82:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830132,66:AE:B7:D4:D0:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830132,4D:AD:68:B1:5D:51,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830136,00:14:09:92:8F:98,"null",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830141,78:59:F1:C1:7E:8F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830141,7D:92:4E:5C:6B:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830142,73:8B:D7:C1:65:12,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830142,7B:C1:FE:37:8B:62,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830143,47:61:54:35:3C:1F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564830154,(38.708761419, -9.137011605),96.42067980207503,4.9
location,1564830184,(38.708900526, -9.136967798),93.6106075970456,4.9
device,1564830183,A4:50:46:96:D7:44,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830183,30:21:9E:52:D6:55,"BT Speaker",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830190,5E:DF:7C:93:A3:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830190,57:AA:46:48:1A:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830190,51:68:E9:0A:56:F0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830190,6F:E0:39:BB:0A:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830190,6D:24:31:5F:44:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830190,6B:F8:57:C8:23:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830190,62:97:15:00:CC:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,47:61:54:35:3C:1F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,75:DA:0A:86:08:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,75:77:F2:98:2E:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,5C:7B:B6:3F:17:F1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,65:E9:8A:B0:2E:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,6D:51:F0:7C:8B:4D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,6A:59:3F:50:AD:37,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,60:F3:36:9D:23:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,69:DF:DF:60:27:DA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,61:15:74:4C:02:89,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,7D:92:4E:5C:6B:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830191,6C:A1:99:C3:07:0A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830193,C0:EE:FB:F9:36:29,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830202,5C:AA:07:C4:5C:5B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830202,54:0B:CB:16:12:68,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830203,67:A4:EB:07:57:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564830214,(38.708970541, -9.137006141),94.13306861184537,4.9
device,1564830213,A4:50:46:96:D7:44,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830219,30:21:9E:52:D6:55,"BT Speaker",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830220,5C:7B:B6:3F:17:F1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830220,75:77:F2:98:2E:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,6F:E0:39:BB:0A:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,62:97:15:00:CC:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,60:F3:36:9D:23:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,6C:A1:99:C3:07:0A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,57:AA:46:48:1A:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,6B:F8:57:C8:23:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,67:A4:EB:07:57:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830221,54:0B:CB:16:12:68,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830222,7D:92:4E:5C:6B:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830222,6B:00:9C:44:EB:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830222,58:36:87:75:9B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830222,50:83:90:FE:42:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830228,A4:50:46:63:5A:34,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830230,75:DA:0A:86:08:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830232,69:DF:DF:60:27:DA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830233,7C:D7:FE:09:01:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830243,A4:50:46:96:D7:44,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830244,30:21:9E:52:D6:55,"BT Speaker",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830248,A4:50:46:63:5A:34,"POCOPHONE",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830251,57:AA:46:48:1A:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,41:11:79:09:D5:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,75:77:F2:98:2E:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,7D:92:4E:5C:6B:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,5C:7B:B6:3F:17:F1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,65:E9:8A:B0:2E:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,67:A4:EB:07:57:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830251,60:F3:36:9D:23:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,63:88:33:F5:E0:74,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,6C:A1:99:C3:07:0A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,50:83:90:FE:42:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,41:91:68:BA:0D:D2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,54:0B:CB:16:12:68,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,48:97:DF:DF:A6:7E,"Steel HR 24",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,7C:D7:FE:09:01:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,28:11:A5:E4:26:A4,"LE-Bose SoundSport",DEVICE_TYPE_DUAL,UNCATEGORIZED,
device,1564830252,D0:AF:1A:11:91:18,"Charge 2",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830252,58:36:87:75:9B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830253,D4:41:65:C3:77:79,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830255,7C:03:AB:EC:BC:27,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830261,E2:05:C2:A9:A4:90,"IQOS 3 Multi",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830261,57:12:45:D1:42:19,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830261,56:3B:92:A9:E8:A6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830261,6B:00:9C:44:EB:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830261,6F:E0:39:BB:0A:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830261,6D:24:31:5F:44:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830261,73:14:BE:CA:AF:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830262,4B:B6:57:3F:C7:65,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830262,75:0E:CE:01:A8:0F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830262,51:68:E9:0A:56:F0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830263,62:4A:47:78:2A:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564830274,(38.708936456, -9.137009666),92.32564067840576,4.9
device,1564830273,A4:50:46:96:D7:44,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830279,A0:14:3D:EC:D0:F5,"null",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830280,6B:00:9C:44:EB:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830280,57:D9:71:DE:5A:7D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830280,41:11:79:09:D5:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,75:77:F2:98:2E:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,69:36:FC:DD:36:4C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,45:4C:22:E4:BF:17,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,57:12:45:D1:42:19,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,D4:41:65:C3:77:79,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,75:0E:CE:01:A8:0F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830281,E2:05:C2:A9:A4:90,"IQOS 3 Multi",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,6C:A1:99:C3:07:0A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,7C:D7:FE:09:01:4A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,7D:92:4E:5C:6B:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,58:36:87:75:9B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,73:14:BE:CA:AF:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,6F:E0:39:BB:0A:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,57:AA:46:48:1A:2D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830282,56:3B:92:A9:E8:A6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830285,30:21:9E:52:D6:55,"BT Speaker",DEVICE_TYPE_CLASSIC,AUDIO_VIDEO,AUDIO_VIDEO_HANDSFREE
device,1564830287,00:EC:0A:7D:28:A7,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564830291,7F:45:96:89:98:FC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830291,4E:44:45:12:14:7A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830291,79:F5:A4:EF:A8:C4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830291,51:68:E9:0A:56:F0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830291,5D:0F:2B:1C:A5:A8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830292,4F:D5:45:BE:C6:1C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830292,7C:02:FE:B7:B9:AF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830292,60:F3:36:9D:23:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830292,41:91:68:BA:0D:D2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830292,52:49:64:96:8D:EB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830293,65:E9:8A:B0:2E:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564830293,6A:59:3F:50:AD:37,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
