location,1564670558,(38.762350098, -9.094122506),65.82808988727629,4.7
device,1564670625,66:39:C5:9D:8E:B6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,7F:93:30:17:08:C9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,75:4F:90:89:1A:8C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,7C:D3:FD:D0:1B:14,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,56:EE:A5:25:73:C6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,4B:16:D1:55:A8:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,4E:08:CF:1C:34:83,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,6F:C9:89:AB:74:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,4F:FE:23:E9:96:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,77:00:9A:60:FA:82,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,65:1F:83:CD:80:C3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,74:65:59:DE:98:73,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670626,4B:C4:11:CE:AB:8D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670628,7C:03:5E:A3:E2:F1,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670634,71:80:61:6A:11:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670634,53:E6:CF:6E:15:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670634,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670634,64:18:A5:E2:36:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670635,49:5E:95:D6:94:E4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670635,66:33:B4:34:50:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670635,44:68:90:98:5D:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670635,62:1E:A5:D7:9F:F8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670635,54:9B:54:02:19:B8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670636,6C:65:05:AF:D4:AA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670636,D2:38:6E:40:85:71,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670636,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670636,76:B5:63:62:BE:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670636,68:4C:8F:17:74:BE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670636,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670637,72:63:78:FF:83:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670637,7D:FA:6D:3C:AB:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670649,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670650,C0:EE:FB:4A:7D:C2,"OnePlus2",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670653,94:65:2D:FD:98:59,"Martin OnePlus 6",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670654,88:4A:EA:6B:58:ED,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,56:EE:A5:25:73:C6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,46:83:15:68:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,72:63:78:FF:83:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,44:68:90:98:5D:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,54:9B:54:02:19:B8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,53:E6:CF:6E:15:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,4B:C4:11:CE:AB:8D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670654,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,64:18:A5:E2:36:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,59:EF:17:D0:CE:DE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,52:89:F0:36:1D:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,75:90:5B:CA:CE:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,72:82:F0:6E:91:1E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,5A:46:90:41:EA:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,66:33:B4:34:50:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670655,66:39:C5:9D:8E:B6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670664,A8:10:87:2D:1B:A0,"lime-107136FF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670665,40:20:D9:7F:DD:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670665,A8:10:87:26:1C:32,"lime-1014AFB8",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670665,6E:C5:96:D9:23:13,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670665,73:96:CD:BA:25:0E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670665,4B:16:D1:55:A8:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670665,4F:FE:23:E9:96:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670666,48:16:5C:FE:0A:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670666,76:B5:63:62:BE:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670666,56:62:0F:D5:96:8E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670666,55:FB:2E:09:D7:17,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670666,7C:D3:FD:D0:1B:14,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670666,49:5E:95:D6:94:E4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670667,6B:E4:25:A9:E8:9E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670677,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670679,18:01:F1:CE:E3:10,"Android Bluedroid",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670680,C0:EE:FB:4A:7D:C2,"OnePlus2",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670684,52:89:F0:36:1D:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,63:5F:93:88:88:64,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,55:FB:2E:09:D7:17,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,4C:32:47:A0:40:A7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,4B:16:D1:55:A8:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,67:21:8B:A0:92:4E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,54:9B:54:02:19:B8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,5B:2E:5C:84:67:93,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,A8:10:87:26:1C:32,"lime-1014AFB8",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,69:1A:E2:F2:9B:4B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,45:04:0B:16:C2:61,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,6C:C3:74:ED:BA:F0,"lime-8057DDF9",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,64:18:A5:E2:36:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670684,56:62:0F:D5:96:8E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,6E:C5:96:D9:23:13,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,76:B5:63:62:BE:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,75:05:D5:88:09:F1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,6D:FD:04:C9:1E:80,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,7B:5C:40:09:3C:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,5A:46:90:41:EA:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670685,4F:FE:23:E9:96:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670686,44:68:90:98:5D:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670692,98:09:CF:68:15:9B,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670694,65:1F:83:CD:80:C3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670694,65:CC:2B:43:49:3B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,A8:10:87:2D:1B:A0,"lime-107136FF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,75:4F:90:89:1A:8C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,68:47:49:25:F5:59,"lime-254BD168",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,48:16:5C:FE:0A:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,68:1A:9E:F2:B4:52,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,72:63:78:FF:83:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670695,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670696,59:8E:55:77:08:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670696,48:C3:FA:48:F1:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670696,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670696,4F:F6:EB:EA:EE:99,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670696,46:83:15:68:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670696,68:4C:8F:17:74:BE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670697,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670697,62:1E:A5:D7:9F:F8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670706,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670707,C0:EE:FB:4A:7D:C2,"OnePlus2",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670714,48:16:5C:FE:0A:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,46:83:15:68:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,48:C3:FA:48:F1:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,53:35:EE:FB:A2:2C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,6A:67:14:B3:9D:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,75:4F:90:89:1A:8C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,53:E6:CF:6E:15:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,71:80:61:6A:11:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,65:CC:2B:43:49:3B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,63:5F:93:88:88:64,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,7D:FA:6D:3C:AB:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670714,4F:F6:EB:EA:EE:99,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,75:90:5B:CA:CE:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,7B:5C:40:09:3C:04,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,56:62:0F:D5:96:8E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,6E:C5:96:D9:23:13,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,57:9A:9C:FE:02:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,6C:65:05:AF:D4:AA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,5D:34:A2:93:77:EC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,5A:46:90:41:EA:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670715,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670716,75:05:D5:88:09:F1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670716,68:1A:9E:F2:B4:52,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,55:FB:2E:09:D7:17,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,69:1A:E2:F2:9B:4B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,72:63:78:FF:83:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,45:04:0B:16:C2:61,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,4A:1B:12:00:BE:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,40:20:D9:7F:DD:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,57:66:23:A1:51:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670725,88:4A:EA:6A:8E:5D,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670726,6D:FD:04:C9:1E:80,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670726,A8:10:87:2D:1B:A0,"lime-107136FF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670726,52:89:F0:36:1D:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670726,4B:C4:11:CE:AB:8D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670726,62:E5:96:5E:8F:39,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670726,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670727,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670727,45:19:63:AA:6F:BF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670727,64:18:A5:E2:36:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670736,C0:EE:FB:4A:7D:C2,"OnePlus2",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670737,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670740,98:09:CF:68:15:9B,"OnePlus 7",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670743,94:65:2D:FD:98:59,"Martin OnePlus 6",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670744,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,68:4C:8F:17:74:BE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,4A:1B:12:00:BE:69,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,65:CC:2B:43:49:3B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,6D:FD:04:C9:1E:80,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,48:C3:FA:48:F1:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,6E:C5:96:D9:23:13,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,71:80:61:6A:11:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,46:83:15:68:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670744,77:00:9A:60:FA:82,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
